year,tournament_id,tournament_name,execution_time,player_id,first_name,last_name,display_name,status,owgr
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,26476,Chez,Reavie,"Reavie, Chez",IN,114
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,47995,Davis,Riley,"Riley, Davis",IN,148
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,37275,Sam,Ryder,"Ryder, Sam",IN,106
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,48081,Xander,Schauffele,"Schauffele, Xander",IN,5
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,46046,Scottie,Scheffler,"Scheffler, Scottie",IN,1
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,47347,Adam,Schenk,"Schenk, Adam",IN,48
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,48867,Matti,Schmid,"Schmid, Matti",IN,128
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,47888,Taiga,Semikawa,"Semikawa, Taiga",IN,110
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,46441,Robby,Shelton,"Shelton, Robby",IN,147
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,51890,Greyson,Sigg,"Sigg, Greyson",IN,196
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,39327,Ben,Silverman,"Silverman, Ben",IN,144
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,27139,David,Skinns,"Skinns, David",IN,259
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,33486,Roger,Sloan,"Sloan, Roger",IN,311
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,46340,Alex,Smalley,"Smalley, Alex",IN,88
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,27649,Brandt,Snedeker,"Snedeker, Brandt",IN,750
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,50484,Hayden,Springer,"Springer, Hayden",IN,475
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,30692,Scott,Stallings,"Stallings, Scott",IN,113
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,51600,Jimmy,Stanger,"Stanger, Jimmy",IN,255
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,55893,Sam,Stevens,"Stevens, Sam",IN,122
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,27214,Kevin,Streelman,"Streelman, Kevin",IN,152
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,50493,Justin,Suh,"Suh, Justin",IN,72
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,48699,Callum,Tarren,"Tarren, Callum",IN,162
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,48119,Ben,Taylor,"Taylor, Ben",IN,167
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,25493,Nick,Taylor,"Taylor, Nick",IN,51
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,27330,Josh,Teater,"Teater, Josh",IN,368
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,33448,Justin,Thomas,"Thomas, Justin",IN,28
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,58168,Davis,Thompson,"Thompson, Davis",IN,120
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,38991,Alejandro,Tosti,"Tosti, Alejandro",IN,112
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,52666,Sami,Valimaki,"Valimaki, Sami",IN,109
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,40006,Erik,van Rooyen,"van Rooyen, Erik",IN,86
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,27064,Jhonattan,Vegas,"Vegas, Jhonattan",IN,473
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,27770,Camilo,Villegas,"Villegas, Camilo",IN,150
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,48887,Matt,Wallace,"Wallace, Matt",IN,68
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,51894,Vince,Whaley,"Whaley, Vince",IN,234
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,48319,Tom,Whitney,"Whitney, Tom",IN,300
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,52374,Brandon,Wu,"Wu, Brandon",IN,111
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,54783,Dylan,Wu,"Wu, Dylan",IN,171
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,54328,Norman,Xiong,"Xiong, Norman",IN,165
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,52513,Carson,Young,"Young, Carson",IN,214
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,45242,Kevin,Yu,"Yu, Kevin",IN,264
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,55454,Carl,Yuan,"Yuan, Carl",IN,135
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,47483,Will,Zalatoris,"Zalatoris, Will",IN,44
